source.table,budget.type,deflator.type,pay.category,pay.type,FY,amount
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1989,112756000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1989,218877000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1990,39806000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1990,52844000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1990,16248000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1990,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1990,9773000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1990,54178000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1990,118507000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1990,90587000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1990,138625000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1990,40742000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1990,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1990,17435000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1990,108909000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1990,207724000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1991,41139000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1991,53520000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1991,17201000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1991,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1991,13254000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1991,76082000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1991,109425000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1991,90044000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1991,133930000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1991,41814000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1991,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1991,22730000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1991,136731000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1991,186386000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1992,41779000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1992,54084000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1992,15913000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1992,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1992,11058000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1992,59490000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1992,102871000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1992,87783000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1992,130774000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1992,38050000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1992,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1992,18434000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1992,107957000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1992,171351000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1993,44168000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1993,52377000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1993,13029000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1993,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1993,10577000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1993,57458000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1993,92047000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1993,89383000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1993,120716000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1993,30028000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1993,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1993,17234000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1993,115063000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1993,150309000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1994,43580000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1994,49235000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1994,12277000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1994,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1994,9780000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1994,54574000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1994,81893000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1994,86013000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1994,110627000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1994,27586000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1994,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1994,15625000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1994,107028000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1994,131325000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1995,43559000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1995,49400000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1995,12123000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1995,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1995,9950000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1995,58615000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1995,80569000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1995,83900000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1995,108290000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1995,26575000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1995,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1995,15597000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1995,112110000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1995,126997000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1996,43031000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1996,49238000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1996,11153000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1996,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1996,9308000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1996,59039000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1996,83283000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1996,80941000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1996,105405000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1996,23875000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1996,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1996,14311000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1996,110017000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1996,129296000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1997,42740000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1997,49146000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1997,11070000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1997,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1997,9971000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1997,58193000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1997,83066000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1997,78052000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1997,102144000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1997,23008000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1997,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1997,15093000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1997,106413000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1997,127465000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1998,41255000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1998,44007000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1998,10380000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1998,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1998,15300000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1998,62996000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1998,85186000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1998,73288000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1998,88972000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1998,20985000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1998,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1998,22993000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1998,111265000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1998,129366000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,1999,41226000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,1999,44722000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,1999,10454000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,1999,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,1999,15554000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,1999,69833000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,1999,90939000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,1999,70692000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,1999,87276000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,1999,20402000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,1999,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,1999,23161000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,1999,120877000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,1999,136301000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2000,41932000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2000,43585000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2000,11366000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2000,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2000,18587000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2000,74740000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2000,96748000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2000,68609000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2000,81161000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2000,21165000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2000,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2000,27268000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2000,128952000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2000,142869000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2001,43241000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2001,45619000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2001,11308000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2001,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2001,20324000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2001,89186000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2001,106862000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2001,68227000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2001,81918000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2001,20306000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2001,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2001,29326000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2001,145988000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2001,155496000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2002,45864000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2002,48698000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2002,13355000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2002,0
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2002,25093000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2002,106825000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2002,115543000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2002,69182000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2002,81802000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2002,22433000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2002,0
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2002,35905000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2002,172850000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2002,165610000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2003,47346000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2003,51144000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2003,13507000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2003,7695000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2003,36715000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2003,135263000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2003,141353000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2003,68605000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2003,82054000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2003,21670000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2003,14294000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2003,51909000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2003,209466000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2003,198622000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2004,50305000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2004,62348000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2004,14096000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2004,8307000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2004,30798000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2004,138654000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2004,151544000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2004,70022000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2004,96044000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2004,21714000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2004,14808000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2004,42620000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2004,208194000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2004,207694000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2005,53535000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2005,63039000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2005,14592000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2005,10065000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2005,33616000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2005,154977000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2005,172653000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2005,71998000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2005,93824000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2005,21718000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2005,17218000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2005,45224000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2005,218097000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2005,230326000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2006,57222000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2006,64603000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2006,14211000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2006,10135000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2006,37715000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2006,167868000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2006,184517000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2006,74643000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2006,93262000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2006,20516000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2006,16656000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2006,49254000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2006,227516000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2006,240162000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2007,58148000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2007,65634000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2007,15261000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2007,11231000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2007,38162000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2007,192814000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2007,222623000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2007,74218000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2007,92258000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2007,21451000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2007,17729000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2007,48557000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2007,253895000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2007,283850000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2008,61296000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2008,69043000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2008,16106000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2008,11185000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2008,40666000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2008,211888000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2008,259096000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2008,75590000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2008,93768000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2008,21874000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2008,16930000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2008,50623000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2008,269238000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2008,325129000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2009,66424000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2009,71549000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.retired.pay.accrual,pay,2009,17493000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,medicare.eligible.retired.health.fund.contributions,non.pay,2009,10351000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,other.military.personnel,non.pay,2009,45790000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.operations,non.pay,2009,219090000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,non.pay.investment,non.pay,2009,235164000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,civilian.pay,pay,2009,78839000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.pay,pay,2009,93524000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,military.retired.pay.accrual,pay,2009,22865000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,medicare.eligible.retired.health.fund.contributions,non.pay,2009,15210000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,other.military.personnel,non.pay,2009,56242000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.operations,non.pay,2009,277910000000
tbl.6.02.TOA.by.Pay.Category,TOA,constant,non.pay.investment,non.pay,2009,291040000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,civilian.pay,pay,2010,67753000000
tbl.6.02.TOA.by.Pay.Category,TOA,current,military.pay,pay,2010,74827000000
