FY,econ.deflator.name,econ.deflator.value,Deflator.Base.Year,Deflator.Source,Deflator.Notes
2004,Dept.of.Defense.Purchases,79.41,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2005,Dept.of.Defense.Purchases,81.67,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2006,Dept.of.Defense.Purchases,83.84,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2007,Dept.of.Defense.Purchases,85.75,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2008,Dept.of.Defense.Purchases,87.24,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2009,Dept.of.Defense.Purchases,88.41,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2010,Dept.of.Defense.Purchases,89.7,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2011,Dept.of.Defense.Purchases,91.32,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2012,Dept.of.Defense.Purchases,92.79,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2013,Dept.of.Defense.Purchases,94.15,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2014,Dept.of.Defense.Purchases,95.43,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2015,Dept.of.Defense.Purchases,96.67,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2016,Dept.of.Defense.Purchases,98.18,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2017,Dept.of.Defense.Purchases,100,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2018,Dept.of.Defense.Purchases,101.92,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2019,Dept.of.Defense.Purchases,103.96,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2020,Dept.of.Defense.Purchases,106.04,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
2021,Dept.of.Defense.Purchases,108.16,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,"3.  Excludes pay, fuel, and medical factors."
1970,Total.Department.of.Defense,14.56,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,Total.Department.of.Defense,15.48,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,Total.Department.of.Defense,16.92,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,Total.Department.of.Defense,18.42,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,Total.Department.of.Defense,20.09,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,Total.Department.of.Defense,21.87,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,Total.Department.of.Defense,24.06,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,Total.Department.of.Defense,25.74,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,Total.Department.of.Defense,27.84,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,Total.Department.of.Defense,30.09,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,Total.Department.of.Defense,33.66,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,Total.Department.of.Defense,37.76,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,Total.Department.of.Defense,41.03,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,Total.Department.of.Defense,42.99,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,Total.Department.of.Defense,44.5,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,Total.Department.of.Defense,46.3,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,Total.Department.of.Defense,47.24,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,Total.Department.of.Defense,48.43,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,Total.Department.of.Defense,50.19,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,Total.Department.of.Defense,52.07,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,Total.Department.of.Defense,53.54,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,Total.Department.of.Defense,55.53,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,Total.Department.of.Defense,57.05,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,Total.Department.of.Defense,57.38,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,Total.Department.of.Defense,58.55,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,Total.Department.of.Defense,59.85,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,Total.Department.of.Defense,61.22,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,Total.Department.of.Defense,62.7,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,Total.Department.of.Defense,64.44,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,Total.Department.of.Defense,66.17,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,Total.Department.of.Defense,67.81,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,Total.Department.of.Defense,70.07,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,Total.Department.of.Defense,71.77,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,Total.Department.of.Defense,74.09,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,Total.Department.of.Defense,76.47,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,Total.Department.of.Defense,79.57,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,Total.Department.of.Defense,82.18,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,Total.Department.of.Defense,84.32,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,Total.Department.of.Defense,86.71,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,Total.Department.of.Defense,88.05,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,Total.Department.of.Defense,90.06,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,Total.Department.of.Defense,91.8,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,Total.Department.of.Defense,93.34,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,Total.Department.of.Defense,94.89,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,Total.Department.of.Defense,96.01,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,Total.Department.of.Defense,97.09,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,Total.Department.of.Defense,98.43,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,Total.Department.of.Defense,100,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,Total.Department.of.Defense,101.96,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,Total.Department.of.Defense,104,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,Total.Department.of.Defense,106.13,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,Total.Department.of.Defense,108.39,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1970,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1971,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1972,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1973,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1974,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1975,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1976,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1977,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1978,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1979,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1980,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1981,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1982,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1983,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1984,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1985,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1986,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1987,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1988,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1989,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1990,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1991,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1992,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1993,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1994,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1995,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1996,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1997,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1998,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
1999,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2000,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2001,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2002,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2003,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2004,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2005,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2006,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2007,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2008,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2009,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2010,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2011,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2012,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2013,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2014,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2015,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2016,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2017,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2018,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2019,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2020,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
2021,No.Deflator,1,2017,Table 5-1: Department of Defense and Selected Economy-Wide Indices,None
