"FY","econ.deflator.name","econ.deflator.value","Deflator.Base.Year","Deflator.Source","Deflator.Notes"
1996,"Dept.of.Defense.Purchases",0.7059,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
1997,"Dept.of.Defense.Purchases",0.7148,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
1998,"Dept.of.Defense.Purchases",0.7214,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
1999,"Dept.of.Defense.Purchases",0.7303,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2000,"Dept.of.Defense.Purchases",0.7415,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2001,"Dept.of.Defense.Purchases",0.7526,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2002,"Dept.of.Defense.Purchases",0.7618,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2003,"Dept.of.Defense.Purchases",0.7749,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2004,"Dept.of.Defense.Purchases",0.7941,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2005,"Dept.of.Defense.Purchases",0.8167,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2006,"Dept.of.Defense.Purchases",0.8384,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2007,"Dept.of.Defense.Purchases",0.8575,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2008,"Dept.of.Defense.Purchases",0.8724,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2009,"Dept.of.Defense.Purchases",0.8841,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2010,"Dept.of.Defense.Purchases",0.897,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2011,"Dept.of.Defense.Purchases",0.9132,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2012,"Dept.of.Defense.Purchases",0.9279,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2013,"Dept.of.Defense.Purchases",0.9415,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2014,"Dept.of.Defense.Purchases",0.9543,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2015,"Dept.of.Defense.Purchases",0.9667,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2016,"Dept.of.Defense.Purchases",0.9818,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2017,"Dept.of.Defense.Purchases",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2018,"Dept.of.Defense.Purchases",1.0192,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2019,"Dept.of.Defense.Purchases",1.0396,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2020,"Dept.of.Defense.Purchases",1.0604,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
2021,"Dept.of.Defense.Purchases",1.0816,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","3.  Excludes pay, fuel, and medical factors."
1970,"Total.Department.of.Defense",0.1456,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1971,"Total.Department.of.Defense",0.1548,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1972,"Total.Department.of.Defense",0.1692,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1973,"Total.Department.of.Defense",0.1842,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1974,"Total.Department.of.Defense",0.2009,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1975,"Total.Department.of.Defense",0.2187,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1976,"Total.Department.of.Defense",0.2406,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1977,"Total.Department.of.Defense",0.2574,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1978,"Total.Department.of.Defense",0.2784,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1979,"Total.Department.of.Defense",0.3009,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1980,"Total.Department.of.Defense",0.3366,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1981,"Total.Department.of.Defense",0.3776,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1982,"Total.Department.of.Defense",0.4103,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1983,"Total.Department.of.Defense",0.4299,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1984,"Total.Department.of.Defense",0.445,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1985,"Total.Department.of.Defense",0.463,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1986,"Total.Department.of.Defense",0.4724,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1987,"Total.Department.of.Defense",0.4843,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1988,"Total.Department.of.Defense",0.5019,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1989,"Total.Department.of.Defense",0.5207,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1990,"Total.Department.of.Defense",0.5354,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1991,"Total.Department.of.Defense",0.5553,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1992,"Total.Department.of.Defense",0.5705,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1993,"Total.Department.of.Defense",0.5738,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1994,"Total.Department.of.Defense",0.5855,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1995,"Total.Department.of.Defense",0.5985,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1996,"Total.Department.of.Defense",0.6122,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1997,"Total.Department.of.Defense",0.627,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1998,"Total.Department.of.Defense",0.6444,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1999,"Total.Department.of.Defense",0.6617,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2000,"Total.Department.of.Defense",0.6781,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2001,"Total.Department.of.Defense",0.7007,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2002,"Total.Department.of.Defense",0.7177,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2003,"Total.Department.of.Defense",0.7409,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2004,"Total.Department.of.Defense",0.7647,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2005,"Total.Department.of.Defense",0.7957,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2006,"Total.Department.of.Defense",0.8218,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2007,"Total.Department.of.Defense",0.8432,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2008,"Total.Department.of.Defense",0.8671,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2009,"Total.Department.of.Defense",0.8805,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2010,"Total.Department.of.Defense",0.9006,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2011,"Total.Department.of.Defense",0.918,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2012,"Total.Department.of.Defense",0.9334,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2013,"Total.Department.of.Defense",0.9489,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2014,"Total.Department.of.Defense",0.9601,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2015,"Total.Department.of.Defense",0.9709,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2016,"Total.Department.of.Defense",0.9843,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2017,"Total.Department.of.Defense",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2018,"Total.Department.of.Defense",1.0196,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2019,"Total.Department.of.Defense",1.04,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2020,"Total.Department.of.Defense",1.0613,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2021,"Total.Department.of.Defense",1.0839,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1970,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1971,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1972,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1973,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1974,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1975,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1976,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1977,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1978,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1979,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1980,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1981,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1982,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1983,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1984,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1985,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1986,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1987,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1988,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1989,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1990,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1991,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1992,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1993,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1994,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1995,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1996,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1997,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1998,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
1999,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2000,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2001,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2002,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2003,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2004,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2005,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2006,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2007,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2008,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2009,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2010,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2011,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2012,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2013,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2014,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2015,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2016,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2017,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2018,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2019,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2020,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
2021,"No.Deflator",1,2017,"Table 5-1: Department of Defense and Selected Economy-Wide Indices","None"
