Service,Public Law Title,FY,deflator.type,Amount,source.table,data.notes
Army,"Trust, Receipts, and Other  .....................................................................................................",1985,constant,-326000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1985,current,26417000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1985,current,20645000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1985,current,19401000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1985,current,4357000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1985,current,1761000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1985,current,1328000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1985,current,516000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1985,current,-155000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1986,constant,71911000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1986,constant,49448000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1986,constant,35747000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1986,constant,10025000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1986,constant,3580000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1986,constant,2822000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1986,constant,2383000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1986,constant,-564000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1986,current,26283000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1986,current,20464000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1986,current,17887000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1986,current,4563000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1986,current,1680000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1986,current,1360000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1986,current,1168000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1986,current,-276000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1987,constant,74974000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1987,constant,52905000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1987,constant,29620000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1987,constant,9755000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1987,constant,2983000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1987,constant,3108000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1987,constant,219000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1987,constant,-369000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1987,current,28251000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1987,current,23000000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1987,current,15343000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1987,current,4589000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1987,current,1439000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1987,current,1556000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1987,current,110000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1987,current,-185000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1988,constant,74815000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1988,constant,52634000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1988,constant,28075000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1988,constant,9518000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1988,constant,2893000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1988,constant,3059000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1988,constant,373000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1988,constant,-606000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1988,current,29368000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1988,current,23923000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1988,current,15107000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1988,current,4673000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1988,current,1479000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1988,current,1582000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1988,current,193000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1988,current,-314000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1989,constant,73945000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1989,constant,52708000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1989,constant,26767000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1989,constant,9943000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1989,constant,2729000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1989,constant,2852000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1989,constant,540000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1989,constant,-482000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1989,current,29956000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1989,current,25233000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1989,current,14949000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1989,current,5120000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1989,current,1442000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1989,current,1527000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1989,current,292000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1989,current,-260000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1990,constant,73294000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1990,constant,53547000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1990,constant,24786000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1990,constant,9831000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1990,constant,1964000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1990,constant,2585000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1990,constant,119000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1990,constant,-589000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1990,current,30115000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1990,current,26825000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1990,current,14308000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1990,current,5258000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1990,current,1059000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1990,current,1432000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1990,current,67000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1990,current,-331000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1991,constant,75768000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1991,constant,72420000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1991,constant,18662000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1991,constant,10210000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1991,constant,1980000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1991,constant,2639000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1991,constant,1314000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1991,constant,-642000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1991,current,33097000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1991,current,39281000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1991,current,11062000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1991,current,5654000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1991,current,1103000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1991,current,1525000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1991,current,770000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1991,current,-377000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1992,constant,71293000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1992,constant,47058000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1992,constant,14394000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1992,constant,11067000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1992,constant,2023000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1992,constant,2580000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1992,constant,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1992,constant,-386000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1992,current,31686000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1992,current,24811000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1992,current,8719000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1992,current,6343000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1992,current,1160000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1992,current,1526000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1992,current,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1992,current,-233000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1993,constant,61521000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1993,constant,38625000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1993,constant,12896000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1993,constant,10333000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1993,constant,1209000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1993,constant,2523000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1993,constant,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1993,constant,-414000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1993,current,28539000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1993,current,20806000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1993,current,7964000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1993,current,6057000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1993,current,688000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1993,current,1524000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1993,current,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1993,current,-256000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1994,constant,56735000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1994,constant,38013000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1994,constant,11350000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1994,constant,9180000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1994,constant,2180000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1994,constant,2103000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1994,constant,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1994,constant,-364000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1994,current,26957000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1994,current,20977000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1994,current,7137000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1994,current,5402000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1994,current,1302000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1994,current,1298000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1994,current,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1994,current,-230000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1995,constant,54667000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1995,constant,40451000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1995,constant,11208000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1995,constant,8986000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1995,constant,1332000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1995,constant,1896000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1995,constant,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1995,constant,-504000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1995,current,26646000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1995,current,22976000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1995,current,7165000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1995,current,5407000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1995,current,789000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1995,current,1183000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1995,current,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1995,current,-324000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1996,constant,51822000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1996,constant,40850000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Procurement  .............................................................................................,1996,constant,12729000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,RDT&E  .....................................................................................................,1996,constant,7701000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Construction  .............................................................................................,1996,constant,2455000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Family Housing  .............................................................................................,1996,constant,2232000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Revolving and Management Funds  .............................................................................................,1996,constant,0,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,"Trust, Receipts, and Other  .....................................................................................................",1996,constant,-634000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Military Personnel  .............................................................................................,1996,current,25817000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
Army,Operation and Maintenance  .............................................................................................,1996,current,23858000000,tbl.6-19,All enacted war and supplemental funding is included; Includes both discretionary and mandatory 
